Country,Indicator,Value
Burundi,Life expectancy (at birth) (TOTAL),62.04675
Trinidad and Tobago,Life expectancy (at birth) (TOTAL),76.12728
Yemen,Life expectancy (at birth) (TOTAL),62.6944
Hungary,Life expectancy (at birth) (TOTAL),76.44219
Serbia,Life expectancy (at birth) (TOTAL),71.42738
Central African Republic,Life expectancy (at birth) (TOTAL),53.09729
Cabo Verde,Life expectancy (at birth) (TOTAL),70.97066
Antigua and Barbuda,Life expectancy (at birth) (TOTAL),75.94979
Antigua and Barbuda,Life expectancy (at birth) (TOTAL),76.13984
Antigua and Barbuda,Life expectancy (at birth) (TOTAL),74.56184
Lao People's Democratic Republic,Life expectancy (at birth) (TOTAL),58.40971
United States of America,Life expectancy (at birth) (TOTAL),76.6916
Tajikistan,Life expectancy (at birth) (TOTAL),68.00558
Iceland,Life expectancy (at birth) (TOTAL),82.13903
Seychelles,Life expectancy (at birth) (TOTAL),71.86977
United Arab Emirates,Life expectancy (at birth) (TOTAL),78.30645752
Botswana,Life expectancy (at birth) (TOTAL),62.24785
Australia,Life expectancy (at birth) (TOTAL),83.04064
Mauritius,Life expectancy (at birth) (TOTAL),73.24183
Mauritius,Life expectancy (at birth) (TOTAL),74.13624
Low-income economies,Life expectancy (at birth) (TOTAL),65.07745
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (TOTAL),80.65246
Dominican Republic,Life expectancy (at birth) (TOTAL),73.16863
Finland,Life expectancy (at birth) (TOTAL),81.6124
Djibouti,Life expectancy (at birth) (TOTAL),64.64274
Georgia,Life expectancy (at birth) (TOTAL),71.87132
Saudi Arabia,Life expectancy (at birth) (TOTAL),74.31111
Seychelles,Life expectancy (at birth) (TOTAL),73.34014
Botswana,Life expectancy (at birth) (TOTAL),45.58516
Niger,Life expectancy (at birth) (TOTAL),61.53951
Barbados,Life expectancy (at birth) (TOTAL),76.21642
Azerbaijan,Life expectancy (at birth) (TOTAL),71.42894
Bhutan,Life expectancy (at birth) (TOTAL),72.15268
Bosnia and Herzegovina,Life expectancy (at birth) (TOTAL),76.18808
Niger,Life expectancy (at birth) (TOTAL),63.28761
Malta,Life expectancy (at birth) (TOTAL),81.89443
Albania,Life expectancy (at birth) (TOTAL),73.54528
Lesotho,Life expectancy (at birth) (TOTAL),47.37603
Upper-middle-income economies,Life expectancy (at birth) (TOTAL),75.43716
Kenya,Life expectancy (at birth) (TOTAL),66.08511
Gabon,Life expectancy (at birth) (TOTAL),62.16494
Ukraine,Life expectancy (at birth) (TOTAL),67.52593
Hungary,Life expectancy (at birth) (TOTAL),75.56887
Japan,Life expectancy (at birth) (TOTAL),82.68162
South Africa,Life expectancy (at birth) (TOTAL),55.75228
Zambia,Life expectancy (at birth) (TOTAL),56.67128
Americas,Life expectancy (at birth) (TOTAL),74.12141
Malta,Life expectancy (at birth) (TOTAL),81.64819
Kenya,Life expectancy (at birth) (TOTAL),61.17774
Kuwait,Life expectancy (at birth) (TOTAL),77.8641
Zambia,Life expectancy (at birth) (TOTAL),60.49665
United States of America,Life expectancy (at birth) (TOTAL),78.56299
Sierra Leone,Life expectancy (at birth) (TOTAL),61.0228653
Singapore,Life expectancy (at birth) (TOTAL),83.85708618
Slovakia,Life expectancy (at birth) (TOTAL),74.50941467
Slovenia,Life expectancy (at birth) (TOTAL),80.41495514
Solomon Islands,Life expectancy (at birth) (TOTAL),64.79245758
Cameroon,Life expectancy (at birth) (TOTAL),56.58267
Netherlands (Kingdom of the),Life expectancy (at birth) (TOTAL),81.12478638
New Zealand,Life expectancy (at birth) (TOTAL),82.20149231
Nicaragua,Life expectancy (at birth) (TOTAL),75.02796173
Niger,Life expectancy (at birth) (TOTAL),59.97070694
Nigeria,Life expectancy (at birth) (TOTAL),63.39749909
Mongolia,Life expectancy (at birth) (TOTAL),65.0518
Mali,Life expectancy (at birth) (TOTAL),62.79813
Mauritania,Life expectancy (at birth) (TOTAL),68.37999
Algeria,Life expectancy (at birth) (TOTAL),76.54363
Republic of Korea,Life expectancy (at birth) (TOTAL),82.20299
India,Life expectancy (at birth) (TOTAL),62.10872
Lower-middle-income economies,Life expectancy (at birth) (TOTAL),68.21706
Iran (Islamic Republic of),Life expectancy (at birth) (TOTAL),77.34517
Eswatini,Life expectancy (at birth) (TOTAL),47.42663
China,Life expectancy (at birth) (TOTAL),74.88925
Senegal,Life expectancy (at birth) (TOTAL),65.47308
Nicaragua,Life expectancy (at birth) (TOTAL),75.03769
New Zealand,Life expectancy (at birth) (TOTAL),81.31198
Lower-middle-income economies,Life expectancy (at birth) (TOTAL),62.1806
Africa,Life expectancy (at birth) (TOTAL),62.5606
Kyrgyzstan,Life expectancy (at birth) (FEMALE),70.18462
Ukraine,Life expectancy (at birth) (FEMALE),75.09698
Thailand,Life expectancy (at birth) (FEMALE),79.29691
Switzerland,Life expectancy (at birth) (FEMALE),84.18406
Panama,Life expectancy (at birth) (FEMALE),80.64902
Republic of Moldova,Life expectancy (at birth) (FEMALE),77.11691
Albania,Life expectancy (at birth) (FEMALE),79.68682
Maldives,Life expectancy (at birth) (FEMALE),78.17097
Democratic People's Republic of Korea,Life expectancy (at birth) (FEMALE),66.83568
Europe,Life expectancy (at birth) (FEMALE),76.64447
Côte d'Ivoire,Life expectancy (at birth) (FEMALE),62.9637
Kazakhstan,Life expectancy (at birth) (FEMALE),76.21558
Tunisia,Life expectancy (at birth) (FEMALE),78.20534
Germany,Life expectancy (at birth) (FEMALE),82.53684
Kiribati,Life expectancy (at birth) (FEMALE),61.36722
Guatemala,Life expectancy (at birth) (FEMALE),75.04476
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (TOTAL),74.08585
Kiribati,Life expectancy (at birth) (TOTAL),59.41902
Slovakia,Life expectancy (at birth) (TOTAL),73.30185
Comoros,Life expectancy (at birth) (TOTAL),61.50557
Guinea-Bissau,Life expectancy (at birth) (TOTAL),55.43303
Brazil,Life expectancy (at birth) (TOTAL),71.46612
Armenia,Life expectancy (at birth) (TOTAL),74.51096
Morocco,Life expectancy (at birth) (TOTAL),71.59913
Yemen,Life expectancy (at birth) (TOTAL),66.63147
Saint Vincent and the Grenadines,Life expectancy (at birth) (TOTAL),72.85194
United Republic of Tanzania,Life expectancy (at birth) (TOTAL),67.34418
Uruguay,Life expectancy (at birth) (TOTAL),74.81694
Jamaica,Life expectancy (at birth) (TOTAL),75.85057
Iran (Islamic Republic of),Life expectancy (at birth) (TOTAL),75.85632
Georgia,Life expectancy (at birth) (TOTAL),69.40902
Chad,Life expectancy (at birth) (FEMALE),59.63458
Republic of Moldova,Life expectancy (at birth) (FEMALE),73.10774
Algeria,Life expectancy (at birth) (FEMALE),73.53922
Honduras,Life expectancy (at birth) (FEMALE),70.53263092
Hungary,Life expectancy (at birth) (FEMALE),77.82603455
Iceland,Life expectancy (at birth) (FEMALE),83.88967133
India,Life expectancy (at birth) (FEMALE),69.01961517
Germany,Life expectancy (at birth) (MALE),75.04047
Cameroon,Life expectancy (at birth) (MALE),55.09486
Afghanistan,Life expectancy (at birth) (MALE),57.40378189
Africa,Life expectancy (at birth) (MALE),61.74130631
Albania,Life expectancy (at birth) (MALE),74.36082459
Algeria,Life expectancy (at birth) (MALE),75.50643158
Angola,Life expectancy (at birth) (MALE),60.00746155
Antigua and Barbuda,Life expectancy (at birth) (MALE),75.20633698
Argentina,Life expectancy (at birth) (MALE),71.5945282
North Macedonia,Life expectancy (at birth) (TOTAL),72.9953537
Norway,Life expectancy (at birth) (TOTAL),82.88199616
"occupied Palestinian territory, including east Jerusalem",Life expectancy (at birth) (TOTAL),73.49178314
Oman,Life expectancy (at birth) (TOTAL),72.47676849
Pakistan,Life expectancy (at birth) (TOTAL),65.99092102
Panama,Life expectancy (at birth) (TOTAL),77.23870087
Papua New Guinea,Life expectancy (at birth) (TOTAL),65.48786163
Paraguay,Life expectancy (at birth) (TOTAL),70.27081299
Peru,Life expectancy (at birth) (TOTAL),71.66726685
Philippines,Life expectancy (at birth) (TOTAL),66.40834045
Poland,Life expectancy (at birth) (TOTAL),75.40210724
Portugal,Life expectancy (at birth) (TOTAL),81.17961121
Puerto Rico,Life expectancy (at birth) (TOTAL),79.90294647
Qatar,Life expectancy (at birth) (TOTAL),76.71013641
Lithuania,Life expectancy (at birth) (TOTAL),74.13314819
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (TOTAL),80.10062409
United Republic of Tanzania,Life expectancy (at birth) (TOTAL),66.81015015
United States of America,Life expectancy (at birth) (TOTAL),76.37368012
Uruguay,Life expectancy (at birth) (TOTAL),74.98295593
Uzbekistan,Life expectancy (at birth) (TOTAL),72.18877411
Vanuatu,Life expectancy (at birth) (TOTAL),66.34837341
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (TOTAL),71.2208252
Viet Nam,Life expectancy (at birth) (TOTAL),73.79657745
Western Pacific,Life expectancy (at birth) (TOTAL),77.41814423
Yemen,Life expectancy (at birth) (TOTAL),65.7620697
Zambia,Life expectancy (at birth) (TOTAL),60.96884155
Zimbabwe,Life expectancy (at birth) (TOTAL),58.48102188
Bhutan,Life expectancy (at birth) (TOTAL),74.8764267
Bolivia (Plurinational State of),Life expectancy (at birth) (TOTAL),65.41062164
Bosnia and Herzegovina,Life expectancy (at birth) (TOTAL),74.84944153
Botswana,Life expectancy (at birth) (TOTAL),61.23118973
Brazil,Life expectancy (at birth) (TOTAL),72.38840485
Brunei Darussalam,Life expectancy (at birth) (TOTAL),76.92260742
Bulgaria,Life expectancy (at birth) (TOTAL),71.30586243
Burkina Faso,Life expectancy (at birth) (TOTAL),62.29728699
Burundi,Life expectancy (at birth) (TOTAL),64.00695038
Cabo Verde,Life expectancy (at birth) (TOTAL),73.16098023
Cambodia,Life expectancy (at birth) (TOTAL),68.92399597
Cameroon,Life expectancy (at birth) (TOTAL),61.76934815
Canada,Life expectancy (at birth) (TOTAL),81.58276367
Central African Republic,Life expectancy (at birth) (TOTAL),52.30772781
Chad,Life expectancy (at birth) (TOTAL),59.08581543
Chile,Life expectancy (at birth) (TOTAL),79.02404785
China,Life expectancy (at birth) (TOTAL),77.61619568
Colombia,Life expectancy (at birth) (TOTAL),74.53297424
Comoros,Life expectancy (at birth) (TOTAL),67.4970398
Armenia,Life expectancy (at birth) (MALE),68.59851074
Australia,Life expectancy (at birth) (MALE),81.30883026
Austria,Life expectancy (at birth) (MALE),78.65946198
Azerbaijan,Life expectancy (at birth) (MALE),70.49563599
Bahamas,Life expectancy (at birth) (MALE),67.32828522
Bahrain,Life expectancy (at birth) (MALE),73.81990051
Bangladesh,Life expectancy (at birth) (MALE),71.64660645
Barbados,Life expectancy (at birth) (MALE),75.12224579
Belarus,Life expectancy (at birth) (MALE),68.06072998
Argentina,Life expectancy (at birth) (MALE),72.14228
Albania,Life expectancy (at birth) (MALE),76.25368
Lebanon,Life expectancy (at birth) (MALE),74.02618
Honduras,Life expectancy (at birth) (MALE),70.67292
Kazakhstan,Life expectancy (at birth) (MALE),69.97667
Uruguay,Life expectancy (at birth) (MALE),72.53857
Denmark,Life expectancy (at birth) (MALE),74.66221
Seychelles,Life expectancy (at birth) (MALE),69.97926
Qatar,Life expectancy (at birth) (MALE),71.11273
Burundi,Life expectancy (at birth) (MALE),59.83564
Brazil,Life expectancy (at birth) (MALE),72.4481
Belize,Life expectancy (at birth) (MALE),71.13895
Azerbaijan,Life expectancy (at birth) (MALE),67.94234
Netherlands (Kingdom of the),Life expectancy (at birth) (MALE),80.39664
Bulgaria,Life expectancy (at birth) (MALE),71.64895
Djibouti,Life expectancy (at birth) (MALE),57.87146
Cyprus,Life expectancy (at birth) (MALE),78.92952
Switzerland,Life expectancy (at birth) (MALE),80.64204
Singapore,Life expectancy (at birth) (MALE),80.71653
Burundi,Life expectancy (at birth) (MALE),61.54819
Qatar,Life expectancy (at birth) (MALE),74.96882
Bahrain,Life expectancy (at birth) (MALE),75.04118
Azerbaijan,Life expectancy (at birth) (MALE),68.7806
Eastern Mediterranean,Life expectancy (at birth) (TOTAL),67.57658
Democratic People's Republic of Korea,Life expectancy (at birth) (TOTAL),63.95288
Luxembourg,Life expectancy (at birth) (TOTAL),80.94445
Fiji,Life expectancy (at birth) (TOTAL),65.89899
Yemen,Life expectancy (at birth) (TOTAL),67.70083
Zimbabwe,Life expectancy (at birth) (TOTAL),60.68252
Democratic People's Republic of Korea,Life expectancy (at birth) (TOTAL),71.75806
Uzbekistan,Life expectancy (at birth) (TOTAL),70.18845
Tunisia,Life expectancy (at birth) (TOTAL),76.69955
Ghana,Life expectancy (at birth) (TOTAL),64.5454
El Salvador,Life expectancy (at birth) (TOTAL),75.033
Switzerland,Life expectancy (at birth) (TOTAL),79.71678
Thailand,Life expectancy (at birth) (TOTAL),77.6988
Ethiopia,Life expectancy (at birth) (TOTAL),66.82242
Cabo Verde,Life expectancy (at birth) (TOTAL),74.12373
Chad,Life expectancy (at birth) (TOTAL),55.65166
Kiribati,Life expectancy (at birth) (TOTAL),58.0072
South Africa,Life expectancy (at birth) (TOTAL),57.14331
Costa Rica,Life expectancy (at birth) (TOTAL),80.7813
Timor-Leste,Life expectancy (at birth) (TOTAL),68.86667
Timor-Leste,Life expectancy (at birth) (TOTAL),69.62458
Bulgaria,Life expectancy (at birth) (TOTAL),75.07156
Nigeria,Life expectancy (at birth) (TOTAL),62.61868
Indonesia,Life expectancy (at birth) (TOTAL),69.25565
Haiti,Life expectancy (at birth) (TOTAL),64.05315
Estonia,Life expectancy (at birth) (TOTAL),70.94411
Costa Rica,Life expectancy (at birth) (TOTAL),78.00478
Vanuatu,Life expectancy (at birth) (TOTAL),64.52286
Western Pacific,Life expectancy (at birth) (TOTAL),76.98302
Afghanistan,Life expectancy (at birth) (TOTAL),54.98949
Gabon,Life expectancy (at birth) (TOTAL),64.93317
Viet Nam,Life expectancy (at birth) (TOTAL),72.72223
Lebanon,Life expectancy (at birth) (MALE),73.02654
Africa,Life expectancy (at birth) (MALE),60.46724
Europe,Life expectancy (at birth) (MALE),75.09387
Georgia,Life expectancy (at birth) (MALE),68.79258
Tajikistan,Life expectancy (at birth) (MALE),63.52786
Greece,Life expectancy (at birth) (MALE),77.52268
Kiribati,Life expectancy (at birth) (MALE),52.31359
World,Life expectancy (at birth) (MALE),67.97157
Cambodia,Life expectancy (at birth) (MALE),56.02896
Niger,Life expectancy (at birth) (MALE),49.73235
Solomon Islands,Life expectancy (at birth) (MALE),62.87004
Papua New Guinea,Life expectancy (at birth) (MALE),61.5233
Guinea,Life expectancy (at birth) (MALE),59.47763
Gabon,Life expectancy (at birth) (MALE),60.12144
Spain,Life expectancy (at birth) (MALE),80.68297
Rwanda,Life expectancy (at birth) (MALE),62.30572
Mozambique,Life expectancy (at birth) (TOTAL),50.68681
Netherlands (Kingdom of the),Life expectancy (at birth) (TOTAL),78.01108
Nicaragua,Life expectancy (at birth) (TOTAL),74.61766
Libya,Life expectancy (at birth) (TOTAL),75.77909
Upper-middle-income economies,Life expectancy (at birth) (TOTAL),73.73109
Jamaica,Life expectancy (at birth) (TOTAL),75.7666
Honduras,Life expectancy (at birth) (TOTAL),71.93507
Finland,Life expectancy (at birth) (TOTAL),81.21355
Seychelles,Life expectancy (at birth) (TOTAL),73.01305
Chad,Life expectancy (at birth) (TOTAL),59.63255
Cameroon,Life expectancy (at birth) (TOTAL),62.35601
Bangladesh,Life expectancy (at birth) (TOTAL),65.58728
Paraguay,Life expectancy (at birth) (TOTAL),75.56395
Burkina Faso,Life expectancy (at birth) (TOTAL),58.59142
Saudi Arabia,Life expectancy (at birth) (TOTAL),73.15216
Iceland,Life expectancy (at birth) (TOTAL),82.32826
Qatar,Life expectancy (at birth) (TOTAL),77.17221
Singapore,Life expectancy (at birth) (TOTAL),81.70047
Panama,Life expectancy (at birth) (TOTAL),77.23182
Poland,Life expectancy (at birth) (TOTAL),76.25071
Belgium,Life expectancy (at birth) (TOTAL),77.66169
Somalia,Life expectancy (at birth) (TOTAL),53.9514389
South Africa,Life expectancy (at birth) (TOTAL),61.49918747
South Sudan,Life expectancy (at birth) (TOTAL),58.57353973
South-East Asia,Life expectancy (at birth) (TOTAL),68.36682892
Spain,Life expectancy (at birth) (TOTAL),82.66267395
Sri Lanka,Life expectancy (at birth) (TOTAL),77.22895813
Sudan,Life expectancy (at birth) (TOTAL),67.58515167
Suriname,Life expectancy (at birth) (TOTAL),69.78412628
Sweden,Life expectancy (at birth) (TOTAL),82.66490936
Switzerland,Life expectancy (at birth) (TOTAL),83.32795715
Syrian Arab Republic,Life expectancy (at birth) (TOTAL),72.43803406
Tajikistan,Life expectancy (at birth) (TOTAL),71.81488037
Thailand,Life expectancy (at birth) (TOTAL),75.29014587
Timor-Leste,Life expectancy (at birth) (TOTAL),67.99671173
Togo,Life expectancy (at birth) (TOTAL),63.86461258
Tonga,Life expectancy (at birth) (TOTAL),72.7208786
Trinidad and Tobago,Life expectancy (at birth) (TOTAL),71.7071228
Tunisia,Life expectancy (at birth) (TOTAL),74.06842804
Americas,Life expectancy (at birth) (TOTAL),74.11268616
Republic of Korea,Life expectancy (at birth) (TOTAL),83.79981995
Republic of Moldova,Life expectancy (at birth) (TOTAL),69.55780792
Romania,Life expectancy (at birth) (TOTAL),72.76431274
Russian Federation,Life expectancy (at birth) (TOTAL),70.01733398
Rwanda,Life expectancy (at birth) (TOTAL),67.54213715
Saint Lucia,Life expectancy (at birth) (TOTAL),71.11304474
Saint Vincent and the Grenadines,Life expectancy (at birth) (TOTAL),72.55709076
Samoa,Life expectancy (at birth) (TOTAL),70.27371979
Paraguay,Life expectancy (at birth) (MALE),72.56705
Republic of Korea,Life expectancy (at birth) (MALE),79.03379
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (MALE),70.58763
Japan,Life expectancy (at birth) (MALE),77.68712
United Republic of Tanzania,Life expectancy (at birth) (MALE),51.28127
India,Life expectancy (at birth) (MALE),68.10913
Egypt,Life expectancy (at birth) (MALE),68.21907
Jordan,Life expectancy (at birth) (MALE),73.05819
Ukraine,Life expectancy (at birth) (MALE),65.19999
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (MALE),69.91373
Syrian Arab Republic,Life expectancy (at birth) (MALE),70.35435
Serbia,Life expectancy (at birth) (MALE),73.46343
Australia,Life expectancy (at birth) (MALE),77.12505
Barbados,Life expectancy (at birth) (MALE),74.46426
Belarus,Life expectancy (at birth) (MALE),68.55762
Canada,Life expectancy (at birth) (MALE),79.8774
United Arab Emirates,Life expectancy (at birth) (TOTAL),76.07952
Grenada,Life expectancy (at birth) (TOTAL),72.88402
Suriname,Life expectancy (at birth) (TOTAL),71.83333
Equatorial Guinea,Life expectancy (at birth) (TOTAL),62.19166
Myanmar,Life expectancy (at birth) (TOTAL),67.57671
Brunei Darussalam,Life expectancy (at birth) (TOTAL),74.32442
Papua New Guinea,Life expectancy (at birth) (TOTAL),65.30473
Nigeria,Life expectancy (at birth) (TOTAL),61.15609
Algeria,Life expectancy (at birth) (TOTAL),72.21101
Oman,Life expectancy (at birth) (TOTAL),73.89786
Bhutan,Life expectancy (at birth) (TOTAL),65.69579
Bhutan,Life expectancy (at birth) (TOTAL),73.1091
Morocco,Life expectancy (at birth) (TOTAL),72.98804
Maldives,Life expectancy (at birth) (TOTAL),79.59427
Kuwait,Life expectancy (at birth) (TOTAL),79.83041
Türkiye,Life expectancy (at birth) (TOTAL),74.41146
Lithuania,Life expectancy (at birth) (MALE),66.68415
Mali,Life expectancy (at birth) (MALE),62.19934
Republic of Moldova,Life expectancy (at birth) (MALE),69.26459
Kazakhstan,Life expectancy (at birth) (MALE),57.58092
Honduras,Life expectancy (at birth) (MALE),69.10293
Trinidad and Tobago,Life expectancy (at birth) (MALE),71.09544
Ecuador,Life expectancy (at birth) (MALE),74.92125
Czechia,Life expectancy (at birth) (MALE),71.5343
Russian Federation,Life expectancy (at birth) (MALE),65.84554
Canada,Life expectancy (at birth) (MALE),80.3959
Morocco,Life expectancy (at birth) (MALE),71.68313
Australia,Life expectancy (at birth) (MALE),79.8374
Malawi,Life expectancy (at birth) (MALE),54.3807
Latvia,Life expectancy (at birth) (MALE),69.92623
Lower-middle-income economies,Life expectancy (at birth) (MALE),67.60718
Kiribati,Life expectancy (at birth) (MALE),55.13306
Côte d'Ivoire,Life expectancy (at birth) (TOTAL),63.51740646
Croatia,Life expectancy (at birth) (TOTAL),76.86167908
Cuba,Life expectancy (at birth) (TOTAL),73.67333221
Cyprus,Life expectancy (at birth) (TOTAL),81.91274262
Czechia,Life expectancy (at birth) (TOTAL),77.07730103
Democratic People's Republic of Korea,Life expectancy (at birth) (TOTAL),72.64315033
Democratic Republic of the Congo,Life expectancy (at birth) (TOTAL),61.62552643
Denmark,Life expectancy (at birth) (TOTAL),81.18400574
Djibouti,Life expectancy (at birth) (TOTAL),64.87226868
Dominican Republic,Life expectancy (at birth) (TOTAL),73.32102966
Eastern Mediterranean,Life expectancy (at birth) (TOTAL),68.48743439
Ecuador,Life expectancy (at birth) (TOTAL),73.95801544
Egypt,Life expectancy (at birth) (TOTAL),69.10821533
El Salvador,Life expectancy (at birth) (TOTAL),71.66703796
Equatorial Guinea,Life expectancy (at birth) (TOTAL),61.60542297
Spain,Life expectancy (at birth) (MALE),79.66458
Sweden,Life expectancy (at birth) (MALE),79.40697
Equatorial Guinea,Life expectancy (at birth) (MALE),60.2785
Mongolia,Life expectancy (at birth) (MALE),61.09134
Bahrain,Life expectancy (at birth) (MALE),69.54983
Botswana,Life expectancy (at birth) (MALE),43.89779
Mauritius,Life expectancy (at birth) (MALE),70.95081
Egypt,Life expectancy (at birth) (MALE),67.81892
Suriname,Life expectancy (at birth) (MALE),68.71065
Czechia,Life expectancy (at birth) (MALE),76.30233
Serbia,Life expectancy (at birth) (MALE),72.69195
Sierra Leone,Life expectancy (at birth) (MALE),59.59659
Singapore,Life expectancy (at birth) (MALE),81.04722
Guinea-Bissau,Life expectancy (at birth) (MALE),55.53336
Malaysia,Life expectancy (at birth) (MALE),70.55416
Iceland,Life expectancy (at birth) (MALE),80.02026
India,Life expectancy (at birth) (MALE),61.34334
Egypt,Life expectancy (at birth) (MALE),69.59159
Kiribati,Life expectancy (at birth) (MALE),54.75263
Tajikistan,Life expectancy (at birth) (MALE),66.69367
South Sudan,Life expectancy (at birth) (MALE),59.20235
Colombia,Life expectancy (at birth) (MALE),76.6921
Costa Rica,Life expectancy (at birth) (MALE),75.47218
Sao Tome and Principe,Life expectancy (at birth) (MALE),68.78915
Chad,Life expectancy (at birth) (MALE),49.25856
Republic of Moldova,Life expectancy (at birth) (MALE),64.62362
Belgium,Life expectancy (at birth) (MALE),77.23535
Lao People's Democratic Republic,Life expectancy (at birth) (MALE),62.43504
United Republic of Tanzania,Life expectancy (at birth) (MALE),63.375
Ireland,Life expectancy (at birth) (MALE),79.32594
Ireland,Life expectancy (at birth) (MALE),80.19894
Germany,Life expectancy (at birth) (MALE),78.72021
Guatemala,Life expectancy (at birth) (MALE),67.84525
Suriname,Life expectancy (at birth) (MALE),68.49753
New Zealand,Life expectancy (at birth) (MALE),75.9971
Algeria,Life expectancy (at birth) (MALE),75.64944
Mexico,Life expectancy (at birth) (MALE),73.08526
Afghanistan,Life expectancy (at birth) (MALE),59.60036
Montenegro,Life expectancy (at birth) (MALE),73.15459
Egypt,Life expectancy (at birth) (TOTAL),70.1955
Jordan,Life expectancy (at birth) (TOTAL),72.64991
Côte d'Ivoire,Life expectancy (at birth) (TOTAL),60.19939
Ethiopia,Life expectancy (at birth) (TOTAL),50.57764
Eritrea,Life expectancy (at birth) (TOTAL),60.69732
Tonga,Life expectancy (at birth) (TOTAL),72.33002
Algeria,Life expectancy (at birth) (TOTAL),75.85488
Malawi,Life expectancy (at birth) (TOTAL),44.72838
Malawi,Life expectancy (at birth) (TOTAL),65.62458
Japan,Life expectancy (at birth) (TOTAL),84.46067047
Jordan,Life expectancy (at birth) (TOTAL),75.6497345
Kazakhstan,Life expectancy (at birth) (TOTAL),70.2751236
Kenya,Life expectancy (at birth) (TOTAL),66.76222229
Kiribati,Life expectancy (at birth) (TOTAL),60.87345505
Kuwait,Life expectancy (at birth) (TOTAL),78.95211792
Kyrgyzstan,Life expectancy (at birth) (TOTAL),72.18500519
Lao People's Democratic Republic,Life expectancy (at birth) (TOTAL),68.23189545
Latvia,Life expectancy (at birth) (TOTAL),73.20251465
Lebanon,Life expectancy (at birth) (TOTAL),74.34207153
Lesotho,Life expectancy (at birth) (TOTAL),51.47907639
Liberia,Life expectancy (at birth) (TOTAL),63.45730972
Libya,Life expectancy (at birth) (TOTAL),72.17843628
India,Life expectancy (at birth) (TOTAL),67.30780792
Sao Tome and Principe,Life expectancy (at birth) (TOTAL),70.41647
Austria,Life expectancy (at birth) (TOTAL),78.16925
Bolivia (Plurinational State of),Life expectancy (at birth) (TOTAL),71.5186
Mali,Life expectancy (at birth) (TOTAL),52.63884
Samoa,Life expectancy (at birth) (TOTAL),70.45068
Czechia,Life expectancy (at birth) (TOTAL),77.56047
Russian Federation,Life expectancy (at birth) (TOTAL),68.76031
Nigeria,Life expectancy (at birth) (TOTAL),53.63285
Philippines,Life expectancy (at birth) (TOTAL),69.02835
Gambia,Life expectancy (at birth) (TOTAL),65.4712
Italy,Life expectancy (at birth) (TOTAL),81.89587
France,Life expectancy (at birth) (TOTAL),82.47668
Netherlands (Kingdom of the),Life expectancy (at birth) (TOTAL),80.68311
Eswatini,Life expectancy (at birth) (TOTAL),47.04535
Sweden,Life expectancy (at birth) (TOTAL),82.40387
Romania,Life expectancy (at birth) (TOTAL),71.39459
World,Life expectancy (at birth) (TOTAL),72.27778
Armenia,Life expectancy (at birth) (TOTAL),73.11896
Uzbekistan,Life expectancy (at birth) (TOTAL),71.44585
Japan,Life expectancy (at birth) (TOTAL),83.61682
Grenada,Life expectancy (at birth) (TOTAL),71.96758
Ecuador,Life expectancy (at birth) (TOTAL),74.53304
Denmark,Life expectancy (at birth) (TOTAL),81.31571
Cyprus,Life expectancy (at birth) (TOTAL),82.01412
China,Life expectancy (at birth) (TOTAL),76.64185
Uruguay,Life expectancy (at birth) (TOTAL),77.0994
Georgia,Life expectancy (at birth) (TOTAL),73.2812
Gabon,Life expectancy (at birth) (TOTAL),58.09779
Sao Tome and Principe,Life expectancy (at birth) (TOTAL),68.24239
Mauritius,Life expectancy (at birth) (TOTAL),71.17201
Panama,Life expectancy (at birth) (TOTAL),79.29353
Equatorial Guinea,Life expectancy (at birth) (TOTAL),59.65091
Saint Lucia,Life expectancy (at birth) (TOTAL),73.21431
Sierra Leone,Life expectancy (at birth) (TOTAL),48.72966
Luxembourg,Life expectancy (at birth) (TOTAL),82.7802887
Madagascar,Life expectancy (at birth) (TOTAL),62.93425369
Malawi,Life expectancy (at birth) (TOTAL),62.48652649
Malaysia,Life expectancy (at birth) (TOTAL),72.81010437
Maldives,Life expectancy (at birth) (TOTAL),75.39664459
Mali,Life expectancy (at birth) (TOTAL),61.67398453
World,Life expectancy (at birth) (MALE),68.89192963
Greece,Life expectancy (at birth) (MALE),77.25505829
Grenada,Life expectancy (at birth) (MALE),70.5231781
Guatemala,Life expectancy (at birth) (MALE),65.64514923
Guinea,Life expectancy (at birth) (MALE),59.94664383
Guinea-Bissau,Life expectancy (at birth) (MALE),56.07573319
Guyana,Life expectancy (at birth) (MALE),62.97730255
Haiti,Life expectancy (at birth) (MALE),61.6996727
Honduras,Life expectancy (at birth) (MALE),67.43759155
Hungary,Life expectancy (at birth) (MALE),70.94422913
Japan,Life expectancy (at birth) (TOTAL),81.12236
Togo,Life expectancy (at birth) (TOTAL),61.9192
Fiji,Life expectancy (at birth) (TOTAL),67.82661
Austria,Life expectancy (at birth) (TOTAL),80.98208
Mauritius,Life expectancy (at birth) (TOTAL),74.07175
